url,category,clean text
https://www.archaeology.org/news/8286-191212-indonesia-cave-art,Paleolithic,"Narrative Cave Art in Indonesia Dated to 44,000 Years Ago. QUEENSLAND, AUSTRALIA—According to a Cosmos Magazine report, cave art discovered in Indonesia’s region of Sulawesi has been dated to at least 44,000 years old by a team of researchers led by Maxime Aubert of Griffith University, who measured the amount of uranium and thorium in the calcium carbonate deposited over the painting. Aubert said the imaginative images, which depict the pursuit of wild pigs and dwarf buffaloes by humans with animal tails or bird heads, were painted about 65 feet above ground level. “We have a narrative scene—the first evidence of storytelling,” he explained. In comparison, Aubert said hunting scenes in France’s Lascaux Cave have been dated to about 17,000 years ago. The researchers also think the possible hunting scene includes ropes tied around the neck of a pig, hinting at an early attempt at animal domestication. "
https://www.archaeology.org/news/8284-191212-amarna-head-cones,Egyptian,"First Egyptian Head Cones Unearthed in Amarna. MELBOURNE, AUSTRALIA— Science News reports that remnants of two cone-shaped headpieces have been found for the first time in burials in the ancient Egyptian city of Amarna by archaeologist Anna Stevens of Monash University and her colleagues. When depicted in paintings, the cones adorn the heads of prominent and powerful individuals, so some archaeologists have expected to find such cones in elite graves, and speculated that they may have been scented. In the 3,300-year-old graves at Amarna, however, one cone was discovered on the head of a woman who died in her 20s, while the other was found with the remains of a person of undetermined sex who died between the ages of 15 and 20. Their names and occupations are unknown, Stevens said. Examination of the cone remnants with portable infrared and X-ray machines showed that they were made of wax and were hollow, but the researchers have found no trace of scented resins or perfumes, which may have evaporated, in the artifacts so far. Stevens suggests the headgear may have been intended to provide assistance in the afterlife. "
https://www.archaeology.org/news/8283-191211-chichen-itza-table,Pre-Columbian,"Carved Limestone Slab Uncovered in Chichen Itza. YUCATÁN, MEXICO—According to a report in The Yucatán Times , a team of archaeologists led by José Francisco Osorio León and Francisco Pérez Ruiz of Mexico’s National Institute of Anthropology and History has found 1,000-year-old pieces of a limestone table inscribed with hieroglyphs and human figures in the so-called Temple of the Snails at Chichen Itza. Together, the stones measure about five feet long by four and one-half feet wide. The images include possible prisoners of war tied with ropes. Osorio León said the table was carved in Chichen Itza, and moved to the Temple of the Snails from another location. “It is thought that the stone table served as an altar,” he explained. "
https://www.archaeology.org/news/8282-191211-bulgaria-roman-camp,Roman,"Early Roman Military Camp Unearthed in Bulgaria. LOM, BULGARIA— Archaeology in Bulgaria reports that traces of a first-century A.D. fort, including part of a fortress wall, a street with a canal, and a small barracks, have been uncovered at the ancient city of Almus, which is located on the Danube River in northwestern Bulgaria. It had been previously thought that the Romans first built a fortress at the site in the late third or early fourth century A.D. Valeri Stoichkov of the Lom Museum of History explained that the barracks was just large enough to house a contubernium, the smallest unit of soldiers in the Roman army. Inside the structure, which had been burned down, researchers uncovered a gold phalera —a medal awarded to military officers—as well as fragments of pottery from Italy and Gaul. By the second or third century A.D., a luxurious roofed building, plastered and painted in Pompeian red, stood on the site. It may have served as housing for senior officers and as a customs office. "
https://www.archaeology.org/news/8281-191211-egypt-cairo-artifacts,Egyptian,"Ancient Artifacts Found at Cairo's Heliopolis Temple. CAIRO, EGYPT— Ahram Online reports that a mudbrick wall dating to the New Kingdom period, blocks from colossal royal statues dating to the Middle Kingdom period, and Old Kingdom moulds for the manufacture of faience amulets and capital fragments of palm columns have been uncovered at the Heliopolis Temple site, which is located in the Matariya area of northern Cairo. “It came as a surprise that these layers directly overlay a stratum of the prehistoric settlement of Heliopolis,” said Aymen Ashmawi of the Egyptian Antiquities Department. Stone tools, debris from the crafting of stone tools, and pottery were also recovered. Additionally, fragments of carvings were found in two pits at the site. The carvings include slabs bearing images of Ramesses II, who ruled from about 1279 to 1213 B.C.; the base of a brown quartzite statue of Seti II, who ruled from about 1200 to 1194 B.C.; and a red granite statue that could depict either of the goddesses Isis or Hathor, or one of the queens of Ramesses II. "
https://www.archaeology.org/news/8279-191210-china-six-dynasties,East Asia,"Artifacts Recovered From 1,400-Year-Old Tombs in Eastern China. NANCHANG, CHINA— Xinhua reports that archaeologists from the Jiangxi Provincial Institute of Cultural Relics and Archaeology have recovered more than 700 artifacts from 73 tombs in eastern China. Most of the tombs in the cemetery have been dated to the Six Dynasties period, between A.D. 220 and 589. The artifacts include furniture, figurines, and weapons made of porcelain, pottery, metal, and stone. The porcelain is thought to have been crafted in central China’s Hunan Province, and Jiangxi and Zhejiang Provinces in eastern China, and shipped along the Yangtze River. "
https://www.archaeology.org/news/6375-180213-neolithic-copper-ax,Neolithic,"Copper Ax Fragment Found at Neolithic Site in Denmark. BORNHOLM, DENMARK—According to a report in Live Science , a small piece of copper has been found at the 5,000-year-old Vasagard archaeological site, which may have been a center of sun worship during the Neolithic period. The site consists of traces of several round timber structures within an earthen-wall enclosure. Hand-sized, polished stones inscribed with connected radiating lines resembling spider webs, and fragments of stones that may have been inscribed with symbolic maps, have also been recovered from the site. The piece of copper was found in what had been one of ten postholes for the largest timber structure. Michael Thorsen of the Bornholm Museum said the metal may have been part of a larger ax that had been buried as part of a sacrifice. He suggests the ax had not been made locally, but was imported from the Mediterranean or the Balkans, where people were producing copper objects at that time. The building may have been used for rituals or as a place for housing the dead before it was ceremonially demolished and its postholes filled in with burned grain, burned stone axes, and the copper ax. “For me, it just makes the structure even more important, because they were offering a rare piece of copper like this,” Thorsen said. "
https://www.archaeology.org/news/8277-191209-africa-eggshell-beads,Paleolithic,"Africa’s Ostrich Eggshell Beads Offer Hints of Cultural Contact. JENA, GERMANY—Jennifer Miller of the Max Planck Institute for the Science of Human History and Elizabeth Sawchuk of Stony Brook University tested the idea that the size of beads made from ostrich eggshells can be used to track cultural shifts in ancient Africa, according to a statement released by the Max Planck Institute . Such beads date back to more than 40,000 years ago and have been unearthed throughout Africa. Miller and Sawchuk measured 1,200 beads recovered from 30 archaeological sites spanning a 10,000 year period in southern and eastern Africa and compared the data with other archaeological evidence of cultural change. The researchers confirmed that larger beads appeared in southern Africa some 2,000 years ago, when people began to herd sheep and goats, but did not replace existing bead styles. The larger bead size may have been introduced by the people who brought domesticated animals to the region, they explained. In eastern Africa, however, bead styles did not change at the time herding was introduced, although beads made by foragers in eastern Africa were similarly sized to the larger beads made by herders in southern Africa. The researchers conclude that peoples from southern and eastern Africa may have had contact with each other as herding spread, but the experience did not extinguish local traditions. "
https://www.archaeology.org/news/8276-191209-pompeii-groma-mosaic,Roman,"Pompeii Mosaic May Depict Surveyors’ Tool. MILAN, ITALY—Massimo Osanna, director of the Pompeii Archaeological Park, and Luisa Ferro and Giulio Magli of the Polytechnic University of Milan, suggest that images in a floor mosaic in a Pompeian house may be related to the practice of surveying, according to information released by the Polytechnic University of Milan . Roman survey technicians, known as gromatici , employed a cross-shaped instrument called a groma . A cord hanging from each of the perpendicular arms of the cross ended with a weight or plumb bob that could be used to create plumb lines. Thus, the tool allowed surveyors to establish true vertical and horizontal lines when planning towns and aqueducts. One groma has been uncovered at Pompeii, but their use has only been known from texts dating to the medieval period. Osanna and his colleagues explained that one of the mosaic images in the House of Orion resembles those seen in a medieval text. It consists of a square inscribed in a circle, which is cut by two perpendicular lines. One of the lines aligns with the longitudinal axis of the structure’s atrium. A second image, made up of a circle inscribed with a cross, appears to depict a groma. The researchers think the owner of the home may have belonged to the surveyors' guild, or the structure may have been used for guild meetings. "
https://www.archaeology.org/news/8275-191209-puerto-rico-clams,Pre-Columbian,"Puerto Rico’s Possible Ancient Cooking Techniques Examined. CARDIFF, WALES— Cardiff University announced that researcher Philip Staudigel and his colleagues at the University of Miami and Valencia College studied possible cooking techniques used by the first residents of the island of Puerto Rico some 2,500 years ago. The scientists employed a type of chemical analysis known as clumped isotope geochemistry to analyze some 45 pounds of fossilized clamshells, and found that some of the shellfish were exposed to high heat, as if they had been barbecued, rather than boiled in water at a lower temperature. Staudigel suggests that pottery technology, which would have been necessary for boiling the clams in water, may not have been in widespread use. Some of the clams had been exposed to lower levels of heat, he added. They may have been placed on top of clams that had been placed directly over cooking fires. "
https://www.archaeology.org/news/8274-191209-england-roman-egg,Roman,"Roman-Era Eggs and Bread Basket Recovered from Watery Pit. BUCKINGHAMSHIRE, ENGLAND— BBC News reports that four hen’s eggs and other items were recovered from a watery pit in central England by a team of researchers led by archaeologist Edward Biddulph of Oxford Archaeology. All but one of the extremely fragile eggs, which are often associated with fertility, rebirth, and the gods Mithras and Mercury, broke during the excavation, releasing a potent rotten egg stench, Biddulph explained. Other rare organic materials, believed to have been tossed into the pit in the late third century A.D., include leather shoes, wooden tools, and a basketry tray made of woven oak bands and willow rods. Biddulph suggested that bread placed on the tray and the eggs may have been cast into the pit as an offering during a funeral procession. "
https://www.archaeology.org/news/8273-191206-neanderthal-extinction-models,Pre-Human,"Models Explore Possible Causes of Neanderthal Extinction. EINDHOVEN, THE NETHERLANDS—According to a report in The Guardian , a population study conducted by Krist Vaesen of Eindhoven University of Technology and his colleagues suggests the arrival of modern humans in Europe may not have triggered the demise of Neanderthals some 40,000 years ago. When modern humans arrived in Europe some 60,000 years ago, the Neanderthal population is thought to have numbered between 10,000 and 70,000 individuals. Vaesen said the models explored what might have happened to Neanderthal populations over a period of 10,000 years, factoring in the possible impact of inbreeding; natural fluctuations in birth rates, deaths, and sex ratios; and so-called Allee effects, which hamper the growth of small populations through limited mate choice and a lack of hunters and caregivers. Inbreeding, which harms the fitness of the population, may have been the sole cause of Neanderthal extinction, Vaesen explained, although in one scenario explored by the researchers, modern humans could have contributed to Neanderthal extinction by simply being present in the environment and isolating different Neanderthal groups. “It has nothing to do with competition or superiority, it’s more of a fragmentation of the habitat,” he said. "
https://www.archaeology.org/news/8272-191206-roman-lead-levels,Roman,"Study Suggests Roman Britons Suffered from Toxic Lead Levels. MADISON, WISCONSIN— Chemistry World reports that environmental health scientist Sean Scott of the University of Wisconsin-Madison and his colleagues analyzed the amount of lead in bones recovered from three cemeteries in Britain’s Roman settlement of Londinium (modern London) and found it to be 70 times higher than the level of lead found in pre-Roman bones unearthed in the Hampshire and Yorkshire regions of England. The level of lead in the bones from Londinium was high enough to have affected the health of urban Romans, Scott explained, and may have even impacted their birth rates through reduced sperm levels, stillbirths, and premature births. Scott suggests Romans were exposed to lead through lead plumbing, though it was not widely used in Roman London, lead drinking vessels, and even through the use of lead acetate as a food sweetener. Critics of the study note that bone can absorb lead and other metals from soil, making it hard to rule out contamination after death. "
https://www.archaeology.org/news/6335-180208-egypt-tel-edfu,Egyptian,"4,500-Year-Old Buildings Unearthed in Upper Egypt. CHICAGO, ILLINOIS— The International Business Times reports that two large mudbrick buildings dating to Egypt’s Fifth Dynasty have been unearthed at Tel Edfu by a team of researchers led by Nadine Moeller and Gregory Marouard of the Oriental Institute at the University of Chicago. One of the structures still had its rare and expensive wooden door, and the outer façade of the larger one was designed with an unusual slope. The buildings were part of a larger complex of open courtyards, workshops, and storage areas where more than 200 broken clay seals, which were used to mark boxes, containers, and letters, were found. The researchers think areas in the structures might have been used for making beer and bread, and for smelting copper. The buildings may have also housed officials who came from the capital in Memphis to inspect the mining of metals and gems in the surrounding desert. Moeller said the unique finds suggest the city of Edfu may have been becoming more important during the late Fifth Dynasty, perhaps as a departure point for expeditions to the deserts to the east, and maybe even the Red Sea shore, which is about 125 miles to the east. "
https://www.archaeology.org/news/8228-191205-rome-imported-wood,Roman,"Tests Suggest Ancient Romans Imported Wood from France. ROME, ITALY—According to an Inside Science report, analysis of planks discovered in the waterlogged foundation of an ancient villa unearthed near the Tiber River in central Rome indicates that the wood was imported from France. Dendrochronologist Mauro Bernabei of Italy’s National Research Council said the 13-foot-long planks’ growth rings indicate that four of the trees were more than 250 years old when they were felled, and their growth patterns match those of trees known to have grown in the Jura Mountains of northeastern France, more than 1,000 miles away from Rome. Analysis of sapwood found in some of the planks suggests the trees were cut down between A.D. 40 and 60. The wood was likely to have been transported down the Saône and Rhône rivers to the Mediterranean Sea, and then up the Tiber River to Rome, where the demand for high-quality wood is likely to have depleted local trees. “The timber found in other important sites—Pompeii, Herculaneum—may be of foreign origin,” Bernabei added. "
https://www.archaeology.org/news/8226-191205-china-neolithic-silk,Neolithic,"Silk Fabrics Detected in Neolithic Burial in Central China. ZHENGZHOU, CHINA— Xinhua reports that researchers led by Zhao Feng of the China National Silk Museum developed a technique called enzyme-linked-immunosorbent assay (ELISA) to detect the presence of silk in carbonized residue in a burial at the Neolithic Wanggou site in central China. The fabric is thought to have been used to wrap the body before it was placed in a silkworm pupa-shaped coffin for burial. Zhao thinks the shape of the coffin may have been intended to evoke rebirth after death in the same manner that a silk moth breaks through its cocoon. Gu Wanfa of the Zhengzhou Municipal Research Institute of Cultural Relics and Archaeology explained that the fabrics at Wanggou indicate that silk production was well developed in China between 5,300 and 5,500 years ago. Examination of the sample with an electron microscope revealed fine yarns woven with four-warp twisted rods, and the yarns had been dyed before they were woven into fabric, which was then “cooked” to prevent the dye from fading, Gu added. "
https://www.archaeology.org/news/8222-191204-impact-justinian-plague,Roman,"New Thoughts on the Impact of the Plague of Justinian. ANNAPOLIS, MARYLAND—Environmental historians Lee Mordechai and Merle Eisenberg of the University of Maryland argue that the outbreak of bubonic plague during the reign of Roman Emperor Justinian in the mid-sixth century A.D. was not a catastrophic event across the Mediterranean region, according to a Science News report. Historians have long blamed the Justinianic plague outbreak as a contributing factor in the decline of the Roman Empire. But Mordechai and his colleagues cite historical texts and archaeological evidence—including a lack of increase in the number of mass graves, the continued cultivation of farmland near eastern Mediterranean trade routes, few plague references in historical texts and stone inscriptions, and stable coin circulation during the sixth century—as support for the idea that the outbreak of disease had a modest impact on social structure. Additionally, samples of the Yersinia pestis bacteria obtained from sixth century skeletons have not been found to be ancestral to the strain of Y. pestis responsible for the devastation of the Black Death in the fourteenth century. "
https://www.archaeology.org/news/8221-191204-iraq-tablets-returned,Bronze Age,"Clay Tablet Fragments Handed Over to Iraqi Embassy. PHILADELPHIA, PENNSYLVANIA— The Philadelphia Inquirer reports that archaeologists from the University of Pennsylvania Museum of Archaeology and Anthropology have handed over another batch of clay tablets to officials at the Iraqi Embassy in Washington, D.C. The fragments are part of a collection of some 7,500 tablets that were excavated from the ancient Mesopotamian city of Ur by a team of researchers from the University of Pennsylvania and the British Museum between 1922 and 1934, under the direction of Sir Charles Leonard Woolley, who is recognized as one of the first archaeologists to excavate methodically and keep meticulous records. The tablets have since been held at the Penn Museum under a loan agreement with the government of Iraq. So far, more than 3,000 of the tablets have been repatriated. Penn Museum research associate William B. Hafford said most of them are records of traded goods that have helped scholars understand how various items were valued against each other and and against silver. This particular batch of 400 small tablet fragments, thought to have been used as rubble to support a brick floor in a house at Ur, has been difficult to study, Hafford explained. “At this point, we realize we have had them too long and that even though they carry some information, it will take many more years for specialists to do that work.” "
https://www.archaeology.org/news/8218-191203-sicily-greek-burials,Iron Age,"Ancient Greek Necropolis Unearthed in Sicily. GELA, SICILY—According to a report in The Local , excavation work on Sicily’s southern coast has revealed a small section of a Greek necropolis dating to the seventh century B.C. Among the burials, archaeologist Gianluca Calà has discovered the remains of a newborn and bones from a large animal in a hydria, or ceramic water jug, and a sarcophagus containing an intact skeleton. Pottery recovered from the graves links them to the earliest Greeks from Rhodes and Crete to settle in Sicily. "
https://www.archaeology.org/news/8216-191202-bulgaria-roman-armor,Roman,"Rare Roman Armor Unearthed in Bulgaria. DEBELT, BULGARIA— Archaeology in Bulgaria reports that some 6,000 pieces of chain mail dating to sometime between the fourth and sixth centuries A.D. have been unearthed in the ancient Roman colony of Deultum, which is located near the Black Sea coast in southeastern Bulgaria. The armor, which includes two well-preserved sleeves, was found inside the colony’s fortress, against its north wall. Fragments of wood suggest the armor was stored in wooden chests. When the north wall collapsed during a fire, the armor, made up of rectangular slabs of wrought iron attached to leather garments, was crushed. So far, analysis of the artifacts suggests the armor had been made by two or three different craftsmen. Conservation of the rare artifacts will be challenging. “This requires an incredible amount of work because every single slab has to be extracted, any corrosion needs to be cleaned up, and then the slab needs to be restored and placed on leather, the way it used to be,” explained Krasimira Kostova of the Deultum-Debelt Archaeological Preserve. Bronze coins, pins, and the bones of large guard dogs were also recovered from the fortress. "
https://www.archaeology.org/news/8213-191127-florida-human-remains,Native American,"Native American Remains Recovered in Florida. PALM BEACH, FLORIDA— The Daytona Beach News-Journal reports that human remains estimated to be 2,500 to 3,000 years old were recovered during utility work on the property of Duck’s Nest, a lakefront home built on the barrier island of Palm Beach in 1891. “We were sifting the dirt coming out of the trench,” recalled archaeologist Bob Carr of the Archaeological and Historical Conservancy. The bone fragments, discovered at two sites about 60 feet apart, include the remains of an adult and child who are believed to have been members of a group known as the Jeaga tribe, described in the seventeenth century by Spanish explorer Hernando de Escalante Fontaneda. Prehistoric artifacts had previously been discovered at the site. “It’s probably one of the richest areas in Southeast Florida for fishing and hunting,” Carr noted. The Florida Division of Historic Resources and the Seminole Tribe of Florida oversaw the recovery of the bones, which will be reinterred near where they were found. "
https://www.archaeology.org/news/8208-191126-egypt-lion-mummies,Egyptian,"Lion Cub Mummies Found in Egypt. SAQQARA, EGYPT— Live Science reports that two mummified lions have been discovered among about 100 statues of cats and other figures, some 20 cat mummies, and a scarab measuring more than one foot in diameter in a 2,600-year-old tomb in the Saqqara necropolis. Mostafa Waziri of the Supreme Council of Antiquities said the lion mummies are the first of their kind to be found in Egypt, and, because they measure only about three feet long, the animals may not have been fully grown at the time of death. The mummies of three other large cats found near the lions have not yet been identified, but may represent leopards, cheetahs, or other big cat species. The decorated statues were made of stone, wood, and bronze, and some were inlaid with gold. A small ebony statue of Neith, goddess of the city of Sais, the capital of Egypt during the 26th dynasty, helped the researchers date the tomb and its contents, Waziri explained. "
https://www.archaeology.org/news/8207-191126-iron-age-oman,Iron Age,"Iron Age Tombs Discovered in Oman. MUSCAT, OMAN— The Times of Oman reports that a burial site consisting of 45 tombs has been found near an Iron Age settlement on eastern Oman's Al Saleel Mountain by a team of researchers from Oman’s Ministry of Heritage and Culture and the University of Heidelberg. The researchers stated that the stone tombs were built in varying lengths according to the status of the occupant some 3,000 years ago. Residents of the settlement are thought to have worked at a copper mine located less than one-half mile away. The mine is thought to have served as an important copper source into the early Islamic era. "
https://www.archaeology.org/news/8205-191125-jordan-chess-piece,Near East,"Possible 1,300-Year-Old Chess Piece from Jordan Identified. VICTORIA, CANADA—John Peter Oleson of the University of Victoria suggests that a 1,300-year-old piece of carved sandstone recovered at Humayma, an early Islamic trade outpost in southern Jordan, may be a chess piece, Science News reports. Oleson said the palm-sized piece of rock has horn-like projections resembling a rook, or castle. Historical accounts of the game indicate it originated in India at least 1,400 years ago. The game may have been carried westward along trade routes, Oleson explained. “Chess became very popular in the early Islamic world,” he added. "
https://www.archaeology.org/news/8203-191122-turkey-obelisk-monument,Neolithic,"8,000-Year-Old Monument Uncovered in Turkey. CANAKKALE, TURKEY— The Anadolu Agency reports that a monument thought to be 8,000 years old has been discovered in northwestern Turkey’s Ugurlu-Zeytinlik mound by a team of researchers led by Burcin Erdogu of Trakya University. The T-shaped monument resembles standing stones at the 10,000-year-old site of Göbekli Tepe, which is located in southeastern Turkey, Erdogu said. He explained that the structure at Ugurlu-Zeytinlik looks like an obelisk made up of two pieces of stone—a four-sided tapering base topped with a pyramidion. The structure is supported by 23-foot-long walls, he added. Erdogu thinks people may have gathered at such monumental structures for activities and rituals. “This structure is an important discovery both for the Aegean islands and western Anatolia,” Erdogu concluded. "
https://www.archaeology.org/news/8202-191122-denisova-cave-lion,Pre-Human,"Lion Figurine Fragment Found in Siberia's Denisova Cave. NOVOSIBIRSK, RUSSIA— The Siberian Times reports that a fragment of a cave lion figurine estimated to be 45,000 years old was unearthed in Siberia’s Denisova Cave by researchers led by Mikhail Shunkov of the Novosibirsk Institute of Archaeology and Ethnography. Carved from wooly mammoth ivory, the fragment, which measures about 1.6 inches long and less than one-half inch tall, depicts the animal’s shoulders, belly, and hip. The hip is extended as if the lion is in motion. The figurine was decorated with notches and painted with red ochre. Shunkov and his team suggest the ivory for the statuette came from the northern foothills of the Altai Mountains, some 60 miles away. It is not clear at this time if the object was carved by Denisovans or by modern humans. "
https://www.archaeology.org/news/8201-191121-peru-water-temple,Pre-Columbian,"3,000-Year-Old Temple Excavated in Peru. LAMBAYEQUE, PERU— Live Science reports that archaeologist Edgar Bracamonte of the Royal Tombs of Sipan Museum and his colleagues have discovered a 3,000-year-old temple at the site of Huaca El Toro in northwestern Peru’s Zaña Valley. The temple, built on a foundation of cone-shaped clay with large, carved stones carried to the site from mountains located about two miles away, is situated between two rivers, and is thought to have been used for fertility rituals by a water cult. Small wells called pocitos , which were hollowed out of rocks near the temple, may have helped to predict rainy seasons, Bracamonte said. A man was buried at the temple with a ceramic bottle with two spouts and a bridge handle during this period, he added. The temple was abandoned around 250 B.C., but the Chumy people reused the site as a cemetery around A.D. 1300. The team has uncovered 20 Chumy graves so far. "
https://www.archaeology.org/news/8198-191120-paleoproteomics-fossil-protein,Pre-Human,"New Technique Could Help Identify Modern Human Ancestors. DENTON, TEXAS— The University of North Texas announced that an international team of scientists including archaeologist and geologist Reid Ferring developed a way to identify a species of creatures that lived more than one million years ago by analyzing proteins extracted from fossils. Ferring explained that proteins can survive in fossilized collagen from tendons, ligaments, skin, bone, and teeth for a longer period of time than DNA, which is limited to about 200,000 years. To test the process, scientists extracted protein from a 1.7-million-year-old rhinoceros tooth found under a 20-foot layer of volcanic ash at the Dmanisi site in the country of Georgia, and determined it belonged to a Stephanorhinus , an extinct type of rhino. The team members were also able to fit this individual into the modern rhino’s evolutionary line. Such information could help scientists identify evolutionary links between early hominins and modern humans, Ferring explained. "
https://www.archaeology.org/news/8197-191120-poland-warrior-cemetery,Iron Age,"Farmer’s Field in Poland Contains 2,000-Year-Old Cemetery. KRAKÓW, POLAND—According to a Science in Poland report, heavily damaged artifacts dating back some 2,000 years have been discovered in a farmer’s field in south-central Poland by a team of researchers led by Jan Bulas of Jagiellonian University. The artifacts include fragments of urns, cremated remains, and 200 pieces of corroded iron making up four swords, nine spears or javelins, and brooches known as fibulae. Bits of bone, stone, and pottery items were also recovered. “We do not know exactly how many graves were in the cemetery, because our research is still in an initial stage,” Bulas said. “The graves are destroyed and often spread over a large area of the field.” However, Bulas and his team estimate that there were at least 20 burials in an area measuring about 2,100 square feet. The cemetery also featured squares carved into the soil and oriented by the cardinal directions. Fragments of pottery and metal objects had been placed in the squares, Bulas explained. He thinks the squares may have been used to designate family space within the cemetery. Further research could help identify the cultural identity of the people who were buried there, he added. "
https://www.archaeology.org/news/8196-191120-bulgaria-odessos-bath,Roman,"Roman-Era Bath Identified in Bulgaria. VARNA, BULGARIA— Archaeology in Bulgaria reports that a public bath complex dating to the fifth century A.D. has been uncovered in the ancient city of Odessos, which is located on the Black Sea coast. At first, archaeologists led by Elina Mircheva of the Varna Museum of Archaeology thought the well-decorated structure, which featured a water-storage facility and a fountain, might have been part of a nymphaeum, or shrine dedicated to divine spirits often depicted as beautiful young women. Recent excavations, however, revealed an underfloor heating system typical of Roman public baths, and more than 200 coins thought to have been lost by bathers. Mircheva suggested that the building may have been modified during the medieval period for water storage. "
https://www.archaeology.org/news/8195-191120-peru-nazca-geoglyphs,Pre-Columbian,"New Nazca Lines Spotted in Peru. YAMAGATA, JAPAN— The Asahi Shimbun reports that researchers led by Masato Sakai of Yamagata University have discovered 143 new geoglyphs in the southern Peruvian desert—home to a group of previously identified geoglyphs known as the Nazca Lines—through a combination of fieldwork and analysis of high-resolution 3-D data. Sakai said the newly-discovered geoglyphs date to between 100 B.C. and A.D. 300, and are spread over a six-mile area on the west side of the Nazca plateau. One of the glyphs, which measures about 16 feet long and is thought to represent a human form, was identified using new artificial intelligence technology developed by IBM Japan that can rapidly process aerial photographs. Others depict animals such as birds and camels. The researchers plan to investigate another 500 possible geoglyph sites spotted by artificial intelligence technology. "
https://www.archaeology.org/news/8193-191119-ecuador-infant-burials,Pre-Columbian,"Ancient Remains of Infants Wearing “Helmets” Found in Ecuador. CHARLOTTE, NORTH CAROLINA—Sara Juengst of the University of North Carolina, Charlotte, and her colleagues discovered the remains of two infants who had been buried some 2,100 years ago wearing “helmets” crafted from the crania of other children, according to a Live Science report. The infants’ remains, discovered with nine other burials in central Ecuador, were interred not long after a volcanic eruption had covered the region in ash. Lesions on the bones indicate the infants and children had all suffered from stress, perhaps brought on by malnutrition. A human hand bone was found between the head of one of the infants and its “helmet.” The researchers plan to extract and analyze DNA and strontium isotopes from the bones to try to determine if the hand bone belonged to any of the infants or children. Stone figurines thought to depict ancestors were also found in the burials, leading the researchers to speculate that the “helmets” may have been intended to offer the infants protection and empowerment. More study is necessary to determine if the burials were part of a ritual response to the environmental impact of the eruption, the researchers explained. "
https://www.archaeology.org/news/8188-191115-assyrian-empire-climate,Iron Age,"Study Links Climate Change to Fall of Neo-Assyrian Empire. NEW HAVEN, CONNECTICUT—Scientists led by Ashish Sinha of California State University, Dominguez Hills, analyzed and dated mineral deposits in two stalagmites taken from northern Iraq’s Kuna Ba Cave and determined that the collapse of the Neo-Assyrian Empire in the seventh century B.C. coincided with a shift from a wet climate to a dry one, according to a report in The Guardian . Centered in what is now northern Iraq, the ancient empire stretched from modern Iran to Egypt and the Persian Gulf. The empire and its capital city, Nineveh, experienced higher than average levels of rainfall between 850 and 740 B.C., which encouraged the production of plentiful crops and the expansion of the empire. Megadrought conditions between 675 and 550 B.C., however, would have intensified the unrest caused by civil war, overexpansion, and military defeat. Sinha noted that modern droughts are at least as severe as these ancient ones. "
https://www.archaeology.org/news/8187-191115-wine-cup-repatriation,Iron Age,"German University Returns Ancient Wine Cup to Greece. ATHENS, GREECE—According to a report in The Guardian , the rector of Germany’s University of Münster handed over a sixth-century B.C. Greek wine cup decorated with black-figured athletes on a red clay background to the National Archaeological Museum in Athens. Discovered in a tomb in central Greece, the cup was awarded to water carrier Spyros Louis, who won the first modern marathon in 1896. Georgios Kivvadias, director of vase collections for the museum, said there is no record of the vase from that time until it appeared in the collection of archaeologist Werner Peek, who was working at the German Archaeological Institute in Athens. Peek, a known Nazi sympathizer and anti-Semite, entrusted the collection of artifacts to notorious Nazi leader Hermann Göring when he visited Athens in 1934. Göring smuggled the objects out of the country in diplomatic pouches, and Peek recovered them when he returned to Germany in 1937. Peek eventually sold the artifacts to the University of Münster in the late 1980s. The cup will be transferred to the Museum of the History of the Ancient Olympic Games at Olympia sometime next year. "
https://www.archaeology.org/news/8185-191114-egypt-sacred-ibis,Egyptian,"Origins of Egypt’s Sacred Ibis Mummies Examined. QUEENSLAND, AUSTRALIA—According to a Cosmos Magazine report, paleogeneticist Sally Wasef of Griffith University and her colleagues analyzed DNA extracted from the mummified remains of African sacred ibises and found it unlikely that the ancient Egyptians raised the birds in hatcheries or farms. The remains of at least several million Threskiornis aethiopicus , mummified between 600 B.C. and A.D. 250, have been recovered from ancient temples dedicated to Thoth, the ibis-headed god of wisdom. Ibis mummies are thought to have been available for purchase at the temples, where they were put on display as offerings, and then eventually moved into tunnels and storage rooms beneath the temples. The 40 DNA samples in the study were collected from five such catacombs. Wasef and her team members were able to recover mitochondrial genomes from 14 of them, and found that none of these birds were closely related to each other through the maternal line, as they would have been if they had been bred in captivity for generations. She suggests the priests of Thoth captured wild birds or collected their eggs seasonally, then raised the chicks for eventual mummification without trying to breed them. Threskiornis aethiopicus is now extinct in Egypt. "
